URN,LAcode,LAname,EstablishmentNumber,EstablishmentName,TypeOfEstablishmentcode,TypeOfEstablishmentname,EstablishmentTypeGroupcode,EstablishmentTypeGroupname,EstablishmentStatuscode,EstablishmentStatusname,ReasonEstablishmentOpenedcode,ReasonEstablishmentOpenedname,OpenDate,ReasonEstablishmentClosedcode,ReasonEstablishmentClosedname,CloseDate,PhaseOfEducationcode,PhaseOfEducationname,StatutoryLowAge,StatutoryHighAge,Boarderscode,Boardersname,NurseryProvisionname,OfficialSixthFormcode,OfficialSixthFormname,Gendercode,Gendername,ReligiousCharactercode,ReligiousCharactername,ReligiousEthosname,Diocesecode,Diocesename,AdmissionsPolicycode,AdmissionsPolicyname,SchoolCapacity,SpecialClassescode,SpecialClassesname,CensusDate,NumberOfPupils,NumberOfBoys,NumberOfGirls,PercentageFSM,TrustSchoolFlagcode,TrustSchoolFlagname,Trustscode,Trustsname,SchoolSponsorFlagname,SchoolSponsorsname,FederationFlagname,Federationscode,Federationsname,UKPRN,FEHEIdentifier,FurtherEducationTypename,OfstedLastInsp,OfstedSpecialMeasurescode,OfstedSpecialMeasuresname,LastChangedDate,Street,Locality,Address3,Town,Countyname,Postcode,SchoolWebsite,TelephoneNum,HeadTitlename,HeadFirstName,HeadLastName,HeadPreferredJobTitle,BSOInspectorateNamename,InspectorateReport,DateOfLastInspectionVisit,NextInspectionVisit,TeenMothname,TeenMothPlaces,CCFname,SENPRUname,EBDname,PlacesPRU,FTProvname,EdByOthername,Section41Approvedname,SEN1name,SEN2name,SEN3name,SEN4name,SEN5name,SEN6name,SEN7name,SEN8name,SEN9name,SEN10name,SEN11name,SEN12name,SEN13name,TypeOfResourcedProvisionname,ResourcedProvisionOnRoll,ResourcedProvisionCapacity,SenUnitOnRoll,SenUnitCapacity,GORcode,GORname,DistrictAdministrativecode,DistrictAdministrativename,AdministrativeWardcode,AdministrativeWardname,ParliamentaryConstituencycode,ParliamentaryConstituencyname,UrbanRuralcode,UrbanRuralname,GSSLACodename,Easting,Northing,CensusAreaStatisticWardname,MSOAname,LSOAname,InspectorateNamename,SENStat,SENNoStat,BoardingEstablishmentname,PropsName,PreviousLAcode,PreviousLAname,PreviousEstablishmentNumber,OfstedRatingname,RSCRegionname,Countryname,UPRN,SiteName,MSOAcode,LSOAcode
102164,309,Haringey,6052,Highfield School,11,Other independent school,3,Independent schools,2,Closed,0,Not applicable,null,0,Not applicable,1996-06-10,0,Not applicable,2,11,1,No boarders,Not applicable,0,Not applicable,3,Mixed,6,None,Roman Catholic,0000,Not applicable,4,Non-selective,null,2,No Special Classes,null,null,null,null,null,0,Not applicable,null,null,Not applicable,null,Not applicable,null,null,null,null,Not applicable,null,null,null,2019-07-09,1 Bloomfield Road,Highgate,null,London,null,N6 4ET,null,null,null,null,null,Headteacher,Not applicable,null,null,null,Not applicable,null,Not applicable,Not applicable,Not applicable,null,null,Not applicable,Not approved,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,H,London,E09000014,Haringey,E05000272,Highgate,E14000752,Hornsey and Wood Green,A1,(England/Wales) Urban major conurbation,E09000014,528381,188103,null,Haringey 030,Haringey 030D,null,null,null,null,null,999,null,null,null,null,null,null,null,E02000426,E01002011
102165,309,Haringey,6053,Norfolk House School,11,Other independent school,3,Independent schools,1,Open,0,Not applicable,1957-10-04,0,Not applicable,null,0,Not applicable,2,11,1,No boarders,Has Nursery Classes,2,Does not have a sixth form,3,Mixed,6,None,None,0000,Not applicable,0,Not applicable,260,2,No Special Classes,2024-01-18,214,124,90,null,0,Not applicable,null,null,Not applicable,null,Not applicable,null,null,10078271,null,Not applicable,null,null,null,2026-07-23,10 Muswell Avenue,Muswell Hill,null,null,null,N10 2EG,www.norfolkhouseschool.org,2088834584,Mr,Tejpal,Lander,Headteacher,Not applicable,null,null,null,Not applicable,null,Not applicable,Not applicable,Not applicable,null,null,Not applicable,Not approved,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,H,London,E09000014,Haringey,E05013589,Fortis Green,E14001293,Hornsey and Friern Barnet,UN1,Urban: Nearer to a major town or city,E09000014,528741,190082,null,Haringey 014,Haringey 014B,ISI,5,47,Does not have boarders,Norfolk House and Montessori House Limited,999,null,null,null,null,null,100021204466,null,E02000410,E01001968
102166,309,Haringey,6055,Parkside Preparatory School,11,Other independent school,3,Independent schools,2,Closed,0,Not applicable,1958-02-03,2,Closure,2009-10-23,0,Not applicable,3,11,1,No boarders,Has Nursery Classes,0,Not applicable,3,Mixed,6,None,None,0000,Not applicable,4,Non-selective,80,2,No Special Classes,null,null,null,null,null,0,Not applicable,null,null,Not applicable,null,Not applicable,null,null,null,null,Not applicable,null,null,null,2019-07-09,Church Lane,Tottenham,null,London,null,N17 7AA,null,null,Mrs,HUMUANI,ENIOLORUNDA,Headteacher,Not applicable,null,null,null,Not applicable,null,Not applicable,Not applicable,Not applicable,null,null,Not applicable,Not approved,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,H,London,E09000014,Haringey,E05000283,White Hart Lane,E14001002,Tottenham,A1,(England/Wales) Urban major conurbation,E09000014,533326,190706,null,Haringey 006,Haringey 006D,Ofsted,1,null,null,Mr Adedayo Abifarin,999,null,null,null,null,null,10003976907,null,E02000402,E01002095
102167,309,Haringey,5900,The John Loughborough School,2,Voluntary aided school,4,Local authority maintained schools,2,Closed,0,Not applicable,1998-09-01,2,Closure,2013-08-31,4,Secondary,11,16,1,No boarders,No Nursery Classes,2,Does not have a sixth form,3,Mixed,8,Seventh Day Adventist,Does not apply,0000,Not applicable,4,Non-selective,300,2,No Special Classes,null,null,null,null,null,0,Not applicable,null,null,Not applicable,null,Not under a federation,null,null,10016987,null,Not applicable,null,null,null,2018-11-14,Holcombe Road,Tottenham,null,London,null,N17 9AD,null,null,Mrs,Laura,Osei (Acting Headteacher),Headteacher,Not applicable,null,null,null,Not applicable,null,Not applicable,Not applicable,Not applicable,null,null,Not applicable,Not applicable,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,H,London,E09000014,Haringey,E05000281,Tottenham Hale,E14001002,Tottenham,A1,(England/Wales) Urban major conurbation,E09000014,533962,189998,null,Haringey 012,Haringey 012B,null,null,null,null,null,999,null,null,null,null,null,null,null,E02000408,E01002077
102168,309,Haringey,6066,Sunrise Primary School,11,Other independent school,3,Independent schools,2,Closed,0,Not applicable,1987-11-04,2,Closure,2021-01-15,0,Not applicable,2,11,1,No boarders,Has Nursery Classes,2,Does not have a sixth form,3,Mixed,6,None,None,0000,Not applicable,4,Non-selective,53,2,No Special Classes,2020-01-16,14,8,6,0.0,0,Not applicable,null,null,Not applicable,null,Not applicable,null,null,10078270,null,Not applicable,null,null,null,2021-02-03,55 Coniston Road,null,null,London,null,N17 0EX,null,null,Mrs,M A,Lovage,Headteacher,Not applicable,null,null,null,Not applicable,null,Not applicable,Not applicable,Not applicable,null,null,Not applicable,Not approved,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,H,London,E09000014,Haringey,E05000276,Northumberland Park,E14001002,Tottenham,A1,(England/Wales) Urban major conurbation,E09000014,534054,191565,null,Haringey 002,Haringey 002A,Ofsted,0,4,Does not have boarders,null,999,null,null,null,null,null,100023163718,null,E02000398,E01002036
102169,309,Haringey,6067,North London Rudolf Steiner School,11,Other independent school,3,Independent schools,2,Closed,0,Not applicable,1985-11-25,2,Closure,2024-07-19,0,Not applicable,3,6,1,No boarders,Has Nursery Classes,2,Does not have a sixth form,3,Mixed,6,None,None,0000,Not applicable,4,Non-selective,60,2,No Special Classes,2024-01-18,19,9,10,null,0,Not applicable,null,null,Not applicable,null,Not applicable,null,null,10080797,null,Not applicable,null,null,null,2024-08-01,1-3 Campsbourne,Hornsey,null,London,null,N8 7PN,null,null,Ms,Gabriele,Woelfle,Headteacher,Not applicable,null,null,null,Not applicable,null,Not applicable,Not applicable,Not applicable,null,null,Not applicable,Not approved,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,H,London,E09000014,Haringey,E05013593,Hornsey,E14001293,Hornsey and Friern Barnet,A1,(England/Wales) Urban major conurbation,E09000014,530339,189363,null,Haringey 020,Haringey 020B,Ofsted,0,2,Does not have boarders,Sue Peat,999,null,null,null,null,null,100023205677,null,E02000416,E01002014
102170,309,Haringey,6068,Montessori House,11,Other independent school,3,Independent schools,2,Closed,0,Not applicable,1991-08-01,8,Does not meet criteria for registration,2010-06-22,0,Not applicable,5,6,1,No boarders,No Nursery Classes,2,Does not have a sixth form,3,Mixed,6,None,None,0000,Not applicable,4,Non-selective,120,2,No Special Classes,null,null,null,null,null,0,Not applicable,null,null,Not applicable,null,Not applicable,null,null,null,null,Not applicable,null,null,null,2019-07-09,5 Princes Avenue,Muswell Hill,null,London,null,N10 3LS,null,null,Mrs,L C,Christoforou,Headteacher,Not applicable,null,null,null,Not applicable,null,Not applicable,Not applicable,Not applicable,null,null,Not applicable,Not approved,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,H,London,E09000014,Haringey,E05000274,Muswell Hill,E14000752,Hornsey and Wood Green,A1,(England/Wales) Urban major conurbation,E09000014,528594,189589,null,Haringey 021,Haringey 021B,Ofsted,0,1,null,Mrs N Forsyth,999,null,null,null,null,null,null,null,E02000417,E01002022
102171,204,Hackney,6399,Beis Chinuch Lebonos Girls School,11,Other independent school,3,Independent schools,1,Open,0,Not applicable,1991-08-08,0,Not applicable,null,0,Not applicable,2,16,1,No boarders,Has Nursery Classes,2,Does not have a sixth form,2,Girls,43,Orthodox Jewish,Orthodox Jewish,0000,Not applicable,4,Non-selective,850,2,No Special Classes,2024-01-18,761,0,761,null,0,Not applicable,null,null,Not applicable,null,Not applicable,null,null,10014982,null,Not applicable,null,null,null,2026-07-23,Woodberry Down Centre,Woodberry Down,null,London,null,N4 2SH,null,2088097737,Mrs,Leah,Klein,Headteacher,Not applicable,null,null,null,Not applicable,null,Not applicable,Not applicable,Not applicable,null,null,Not applicable,Not approved,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,H,London,E09000012,Hackney,E05009387,Woodberry Down,E14001553,Tottenham,UN1,Urban: Nearer to a major town or city,E09000012,532381,187518,null,Hackney 002,Hackney 002H,Ofsted,27,118,Does not have boarders,Mr Abraham Schechter,999,null,null,null,null,null,10008309586,null,E02000346,E01035639
102172,309,Haringey,6070,Woodstar School,10,Other independent special school,5,Special schools,2,Closed,0,Not applicable,1991-06-28,2,Closure,2019-07-23,0,Not applicable,3,11,1,No boarders,Has Nursery Classes,0,Not applicable,3,Mixed,6,None,None,0000,Not applicable,0,Not applicable,20,1,Has Special Classes,2019-01-17,6,4,2,0.0,0,Not applicable,null,null,Not applicable,null,Not applicable,null,null,10077608,null,Not applicable,null,null,null,2019-07-29,Coppetts Road,null,null,London,null,N10 1JP,null,null,Ms,Finn,Emmerson,Headteacher,Not applicable,null,null,null,Not applicable,null,Not applicable,Not applicable,Not applicable,null,null,Not applicable,Not approved,PD - Physical Disability,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,H,London,E09000014,Haringey,E05000270,Fortis Green,E14000752,Hornsey and Wood Green,A1,(England/Wales) Urban major conurbation,E09000014,527827,190871,null,Haringey 017,Haringey 017D,Ofsted,6,4,Does not have boarders,CPotential Trust,999,null,null,null,null,null,100023141923,null,E02000413,E01001995
102173,309,Haringey,6073,Limewood School,10,Other independent special school,5,Special schools,2,Closed,0,Not applicable,null,0,Not applicable,1999-04-06,0,Not applicable,13,16,1,No boarders,Not applicable,0,Not applicable,2,Girls,6,None,None,0000,Not applicable,4,Non-selective,null,1,Has Special Classes,null,null,null,null,null,0,Not applicable,null,null,Not applicable,null,Not applicable,null,null,null,null,Not applicable,null,null,null,2019-07-09,19 Stanhope Road,null,null,London,null,N6 5AW,null,null,Ms,C,Jones,Headteacher,Not applicable,null,null,null,Not applicable,null,Not applicable,Not applicable,Not applicable,null,null,Not applicable,Not approved,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,H,London,E09000014,Haringey,E05000269,Crouch End,E14000752,Hornsey and Wood Green,A1,(England/Wales) Urban major conurbation,E09000014,529214,188140,null,Haringey 033,Haringey 033C,null,null,null,null,null,999,null,null,null,null,null,null,null,E02000429,E01001987
102174,309,Haringey,6076,Excelsior College,11,Other independent school,3,Independent schools,2,Closed,0,Not applicable,1994-11-10,2,Closure,2019-02-11,0,Not applicable,3,11,1,No boarders,Has Nursery Classes,2,Does not have a sixth form,3,Mixed,6,None,Christian,0000,Not applicable,4,Non-selective,20,2,No Special Classes,2018-01-18,5,1,4,null,0,Not applicable,null,null,Not applicable,null,Not applicable,null,null,10077607,null,Not applicable,null,null,null,2019-07-09,Selby Centre,Selby Road,Tottenham,London,null,N17 8JN,null,null,Mr,G,Gilfillian,Headteacher,Not applicable,null,null,null,Not applicable,null,Not applicable,Not applicable,Not applicable,null,null,Not applicable,Not approved,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,H,London,E09000014,Haringey,E05000283,White Hart Lane,E14001002,Tottenham,A1,(England/Wales) Urban major conurbation,E09000014,533216,191410,null,Haringey 006,Haringey 006B,Ofsted,0,0,Does not have boarders,Gareth Gilfillian,999,null,null,null,null,null,null,null,E02000402,E01002092
102175,309,Haringey,7000,Blanche Nevile School,7,Community special school,5,Special schools,1,Open,0,Not applicable,null,0,Not applicable,null,0,Not applicable,3,16,1,No boarders,Has Nursery Classes,0,Not applicable,3,Mixed,0,Does not apply,Does not apply,0000,Not applicable,0,Not applicable,68,0,Not applicable,2026-01-15,97,42,55,49.0,0,Not applicable,null,null,Not applicable,null,Not under a federation,null,null,10014913,null,Not applicable,null,null,null,2026-06-29,Burlington Road,null,Muswell Hill,London,null,N10 1NJ,www.blanchenevile.org.uk,2084422750,Ms,Kathryn McCarthy,& Laila Doobeh (Co-Heads),Headteacher,Not applicable,null,null,null,Not applicable,null,Not applicable,Not applicable,Not applicable,null,null,Not applicable,Not applicable,HI - Hearing Impairment,null,null,null,null,null,null,null,null,null,null,null,null,Not applicable,null,null,null,null,H,London,E09000014,Haringey,E05013589,Fortis Green,E14001293,Hornsey and Friern Barnet,UN1,Urban: Nearer to a major town or city,E09000014,528067,190032,null,Haringey 014,Haringey 014C,null,null,null,null,null,999,null,null,null,null,null,100023179301,null,E02000410,E01001996
102176,309,Haringey,7001,Vale School,7,Community special school,5,Special schools,1,Open,0,Not applicable,null,0,Not applicable,null,0,Not applicable,2,16,1,No boarders,Has Nursery Classes,2,Does not have a sixth form,3,Mixed,0,Does not apply,Does not apply,0000,Not applicable,0,Not applicable,120,1,Has Special Classes,2026-01-15,130,76,54,45.7,0,Not applicable,null,null,Not applicable,null,Not under a federation,null,null,10016051,null,Not applicable,null,null,null,2026-06-29,Trulock Road,null,Tottenham,London,null,N17 0PG,www.vale.haringey.sch.uk,2088016111,Ms,Dawn,Woodcock,Headteacher,Not applicable,null,null,null,Not applicable,null,Not applicable,Not applicable,Not applicable,null,null,Not applicable,Not applicable,OTH - Other Difficulty/Disability,"SLCN - Speech, language and Communication",ASD - Autistic Spectrum Disorder,PD - Physical Disability,MLD - Moderate Learning Difficulty,SLD - Severe Learning Difficulty,PMLD - Profound and Multiple Learning Difficulty,null,null,null,null,null,null,Not applicable,null,null,null,null,H,London,E09000014,Haringey,E05013596,Northumberland Park,E14001553,Tottenham,UN1,Urban: Nearer to a major town or city,E09000014,534215,191340,null,Haringey 002,Haringey 002A,null,null,null,null,null,999,null,null,null,null,null,100021232369,null,E02000398,E01002036
102177,309,Haringey,7005,The Brook Special Primary School,7,Community special school,5,Special schools,1,Open,0,Not applicable,null,0,Not applicable,null,0,Not applicable,4,11,1,No boarders,No Nursery Classes,0,Not applicable,3,Mixed,0,Does not apply,Does not apply,0000,Not applicable,0,Not applicable,139,0,Not applicable,2026-01-15,148,118,30,66.2,0,Not applicable,null,null,Not applicable,null,Not under a federation,null,null,10015631,null,Not applicable,null,null,null,2026-06-29,Adams Road,Tottenham,null,London,null,N17 6HW,https://www.thebrook.haringey.sch.uk,2088087120,Ms,Maureen,Duncan,Headteacher,Not applicable,null,null,null,Not applicable,null,Not applicable,Not applicable,Not applicable,null,null,Not applicable,Not applicable,SpLD - Specific Learning Difficulty,VI - Visual Impairment,OTH - Other Difficulty/Disability,HI - Hearing Impairment,"SLCN - Speech, language and Communication",ASD - Autistic Spectrum Disorder,"SEMH - Social, Emotional and Mental Health",PD - Physical Disability,MLD - Moderate Learning Difficulty,SLD - Severe Learning Difficulty,PMLD - Profound and Multiple Learning Difficulty,null,null,SEN unit,null,null,0,0,H,London,E09000014,Haringey,E05013603,West Green,E14001553,Tottenham,UN1,Urban: Nearer to a major town or city,E09000014,532776,190279,null,Haringey 013,Haringey 013A,null,null,null,null,null,999,null,null,null,null,null,100023165431,null,E02000409,E01002082
102178,309,Haringey,7006,Riverside School,7,Community special school,5,Special schools,1,Open,0,Not applicable,null,0,Not applicable,null,0,Not applicable,11,19,1,No boarders,No Nursery Classes,0,Not applicable,3,Mixed,0,Does not apply,Does not apply,0000,Not applicable,0,Not applicable,175,1,Has Special Classes,2026-01-15,172,130,42,68.3,0,Not applicable,null,null,Not applicable,null,Not under a federation,null,null,10016611,null,Not applicable,null,null,null,2026-06-29,White Hart Lane,Wood Green,null,London,null,N22 5QJ,www.riverside.haringey.sch.uk,2088897814,Mr,Stephen,Hehir,Headteacher,Not applicable,null,null,null,Not applicable,null,Not applicable,Not applicable,Not applicable,null,null,Not applicable,Not applicable,SpLD - Specific Learning Difficulty,VI - Visual Impairment,OTH - Other Difficulty/Disability,HI - Hearing Impairment,"SLCN - Speech, language and Communication",ASD - Autistic Spectrum Disorder,"SEMH - Social, Emotional and Mental Health",MSI - Multi-Sensory Impairment,PD - Physical Disability,MLD - Moderate Learning Difficulty,SLD - Severe Learning Difficulty,PMLD - Profound and Multiple Learning Difficulty,null,Not applicable,null,null,null,null,H,London,E09000014,Haringey,E05013605,Woodside,E14001503,Southgate and Wood Green,UN1,Urban: Nearer to a major town or city,E09000014,531675,191085,null,Haringey 008,Haringey 008D,null,null,null,null,null,999,null,null,null,null,null,100023180967,null,E02000404,E01002104
102179,309,Haringey,7007,Greenfields School,7,Community special school,5,Special schools,2,Closed,0,Not applicable,null,0,Not applicable,2003-08-31,0,Not applicable,7,16,1,No boarders,Not applicable,0,Not applicable,1,Boys,0,Does not apply,Does not apply,0000,Not applicable,0,Not applicable,null,1,Has Special Classes,null,null,null,null,null,0,Not applicable,null,null,Not applicable,null,Not under a federation,null,null,null,null,Not applicable,null,null,null,2018-11-14,Coppetts Road,Muswell Hill,null,London,null,N10 1JP,null,null,Ms,Sally,Wood,Headteacher,Not applicable,null,null,null,Not applicable,null,Not applicable,Not applicable,Not applicable,null,null,Not applicable,Not applicable,"SEMH - Social, Emotional and Mental Health",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,H,London,E09000014,Haringey,E05000270,Fortis Green,E14000752,Hornsey and Wood Green,A1,(England/Wales) Urban major conurbation,E09000014,527904,191001,null,Haringey 017,Haringey 017D,null,null,null,null,null,999,null,null,null,null,null,100023143874,null,E02000413,E01001995
102180,310,Harrow,1101,The Helix Education Centre,14,Pupil referral unit,4,Local authority maintained schools,1,Open,0,Not applicable,null,0,Not applicable,null,0,Not applicable,5,16,1,No boarders,Not applicable,0,Not applicable,3,Mixed,0,Does not apply,Does not apply,0000,Not applicable,0,Not applicable,null,0,Not applicable,2026-01-15,46,34,12,45.7,0,Not applicable,null,null,Not applicable,null,Not applicable,null,null,10016655,null,Not applicable,null,null,null,2026-06-29,94 Uxbridge Road,null,null,Harrow,Middlesex,HA3 6DH,www.thehelix.harrow.sch.uk,2083534170,Mr,Andrew,Burton,Headteacher,Not applicable,null,null,null,Provides places for Teen Mothers,null,Does not have child care facilities,PRU Does have Provision for SEN,PRU Does not have EBD provision,20,PRU offers full time provision,PRU does offer tuition by another provider,Not applicable,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,H,London,E09000015,Harrow,E05013548,Harrow Weald,E14001270,Harrow East,UN1,Urban: Nearer to a major town or city,E09000015,515284,191728,null,Harrow 004,Harrow 004A,null,null,null,null,null,999,null,null,null,null,null,100023032455,null,E02000436,E01002144
102181,310,Harrow,2045,"Newton Farm Nursery, Infant and Junior School",1,Community school,4,Local authority maintained schools,1,Open,0,Not applicable,null,0,Not applicable,null,2,Primary,3,11,1,No boarders,Has Nursery Classes,2,Does not have a sixth form,3,Mixed,0,Does not apply,Does not apply,0000,Not applicable,0,Not applicable,420,2,No Special Classes,2026-01-15,462,228,234,5.6,0,Not applicable,null,null,Not applicable,null,Not under a federation,null,null,10080050,null,Not applicable,null,null,null,2026-06-29,Ravenswood Crescent,South Harrow,null,Harrow,Middlesex,HA2 9JU,http://www.newtonfarm.harrow.sch.uk,2088648081,Mr,Matthew,Bradley,Headteacher,Not applicable,null,null,null,Not applicable,null,Not applicable,Not applicable,Not applicable,null,null,Not applicable,Not applicable,null,null,null,null,null,null,null,null,null,null,null,null,null,Not applicable,null,null,null,null,H,London,E09000015,Harrow,E05013558,Roxbourne,E14001271,Harrow West,UN1,Urban: Nearer to a major town or city,E09000015,512751,186853,null,Harrow 028,Harrow 028C,null,null,null,null,null,999,null,null,null,null,null,100023029495,null,E02000460,E01002216
102182,310,Harrow,2046,Pinner Wood First School,1,Community school,4,Local authority maintained schools,2,Closed,0,Not applicable,null,1,Result of Amalgamation/Merger,2006-08-31,2,Primary,3,8,1,No boarders,Has Nursery Classes,2,Does not have a sixth form,3,Mixed,0,Does not apply,Does not apply,0000,Not applicable,0,Not applicable,367,2,No Special Classes,null,null,null,null,null,0,Not applicable,null,null,Not applicable,null,Not under a federation,null,null,null,null,Not applicable,null,null,null,2018-11-14,Latimer Gardens,null,null,Pinner,null,HA5 3RA,null,null,Mrs,Sue,Pender,Headteacher,Not applicable,null,null,null,Not applicable,null,Not applicable,Not applicable,Not applicable,null,null,Not applicable,Not applicable,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,H,London,E09000015,Harrow,E05000297,Pinner,E14000906,"Ruislip, Northwood and Pinner",A1,(England/Wales) Urban major conurbation,E09000015,511186,190637,null,Harrow 009,Harrow 009C,null,null,null,null,null,999,null,null,null,null,null,null,null,E02000441,E01002187
102183,310,Harrow,2047,Pinner Wood Middle School,1,Community school,4,Local authority maintained schools,2,Closed,0,Not applicable,null,1,Result of Amalgamation/Merger,2006-08-31,3,Middle deemed primary,8,12,1,No boarders,No Nursery Classes,0,Not applicable,3,Mixed,0,Does not apply,Does not apply,0000,Not applicable,0,Not applicable,360,2,No Special Classes,null,null,null,null,null,0,Not applicable,null,null,Not applicable,null,Not under a federation,null,null,null,null,Not applicable,null,null,null,2018-11-14,Latimer Gardens,null,null,Pinner,null,HA5 3RA,null,null,Mr,Nick,Turner,Headteacher,Not applicable,null,null,null,Not applicable,null,Not applicable,Not applicable,Not applicable,null,null,Not applicable,Not applicable,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,H,London,E09000015,Harrow,E05000297,Pinner,E14000906,"Ruislip, Northwood and Pinner",A1,(England/Wales) Urban major conurbation,E09000015,511186,190637,null,Harrow 009,Harrow 009C,null,null,null,null,null,999,null,null,null,null,null,null,null,E02000441,E01002187
102184,310,Harrow,2049,Whitefriars Community School,1,Community school,4,Local authority maintained schools,2,Closed,0,Not applicable,null,10,Academy Converter,2014-06-30,2,Primary,3,11,1,No boarders,Has Nursery Classes,2,Does not have a sixth form,3,Mixed,0,Does not apply,Does not apply,0000,Not applicable,0,Not applicable,420,2,No Special Classes,null,null,null,null,null,0,Not applicable,null,null,Not applicable,null,Not under a federation,null,null,null,null,Not applicable,null,null,null,2018-11-14,Whitefriars Avenue,Wealdstone,null,Harrow,null,HA3 5RQ,null,null,Mr,Chris,Spruce,Executive Headteacher,Not applicable,null,null,null,Not applicable,null,Not applicable,Not applicable,Not applicable,null,null,Not applicable,Not applicable,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,H,London,E09000015,Harrow,E05000304,Wealdstone,E14000731,Harrow East,A1,(England/Wales) Urban major conurbation,E09000015,515030,190087,null,Harrow 011,Harrow 011E,null,null,null,null,null,999,null,null,null,null,null,null,null,E02000443,E01002236
102185,310,Harrow,2050,Roxeth Primary School,1,Community school,4,Local authority maintained schools,1,Open,0,Not applicable,null,0,Not applicable,null,2,Primary,4,11,1,No boarders,No Nursery Classes,2,Does not have a sixth form,3,Mixed,0,Does not apply,Does not apply,0000,Not applicable,0,Not applicable,420,2,No Special Classes,2026-01-15,402,209,193,21.6,0,Not applicable,null,null,Not applicable,null,Not under a federation,null,null,10080049,null,Not applicable,null,null,null,2026-07-11,Brickfields,Byron Hill Road,null,Harrow,Middlesex,HA2 0JA,www.roxethschoolharrow.org/,2084221344,Mr,Steven,Deanus,Headteacher,Not applicable,null,null,null,Not applicable,null,Not applicable,Not applicable,Not applicable,null,null,Not applicable,Not applicable,null,null,null,null,null,null,null,null,null,null,null,null,null,Not applicable,null,null,null,null,H,London,E09000015,Harrow,E05013547,Harrow on the Hill,E14001271,Harrow West,UN1,Urban: Nearer to a major town or city,E09000015,514880,186903,null,Harrow 029,Harrow 029A,null,null,null,null,null,999,null,null,null,null,null,200000312618,null,E02000461,E01002132
102186,310,Harrow,2051,Marlborough Primary School,1,Community school,4,Local authority maintained schools,1,Open,0,Not applicable,null,0,Not applicable,null,2,Primary,3,11,1,No boarders,Has Nursery Classes,0,Not applicable,3,Mixed,0,Does not apply,Does not apply,0000,Not applicable,0,Not applicable,712,2,No Special Classes,2026-01-15,651,332,319,17.2,0,Not applicable,null,null,Not applicable,null,Not under a federation,null,null,10080048,null,Not applicable,null,null,null,2026-06-29,Marlborough Hill,null,null,Harrow,Middlesex,HA1 1UJ,www.marlboroughprimary.school,2084273087,Mrs,Claire,Robinson-Jones,Headteacher,Not applicable,null,null,null,Not applicable,null,Not applicable,Not applicable,Not applicable,null,null,Not applicable,Not applicable,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,H,London,E09000015,Harrow,E05013553,Marlborough,E14001271,Harrow West,UN1,Urban: Nearer to a major town or city,E09000015,515062,189176,null,Harrow 020,Harrow 020C,null,null,null,null,null,999,null,null,null,null,null,200000305119,null,E02000452,E01002181
102187,310,Harrow,2052,Grimsdyke School,1,Community school,4,Local authority maintained schools,1,Open,0,Not applicable,null,0,Not applicable,null,2,Primary,4,11,1,No boarders,No Nursery Classes,2,Does not have a sixth form,3,Mixed,0,Does not apply,Does not apply,0000,Not applicable,0,Not applicable,630,2,No Special Classes,2026-01-15,625,315,310,6.7,0,Not applicable,null,null,Not applicable,null,Not under a federation,null,null,10079696,null,Not applicable,null,null,null,2026-06-29,"Grimsdyke School, Sylvia Avenue",Hatch End,null,Pinner,null,HA5 4QE,www.grimsdyke.harrow.sch.uk/,2084281324,Mrs,Bindiya,Bhudia,Headteacher,Not applicable,null,null,null,Not applicable,null,Not applicable,Not applicable,Not applicable,null,null,Not applicable,Not applicable,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,H,London,E09000015,Harrow,E05013549,Hatch End,E14001454,"Ruislip, Northwood and Pinner",UN1,Urban: Nearer to a major town or city,E09000015,512522,191622,null,Harrow 004,Harrow 004B,null,null,null,null,null,999,null,null,null,null,null,200000308901,null,E02000436,E01002146
